"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","12/190","324/28943",1.73400899807708e-06,2.48659732961956e-05,1.41608241301118e-05,"Cav1/Il1a/Ceacam1/Itgb2/Pdpn/Malt1/Cd44/Plaur/Nlrp3/Anxa1/Il1b/Tnf",12
"GO:0006163","GO:0006163","purine nucleotide metabolic process","14/190","449/28943",1.79728904998767e-06,2.56682219832933e-05,1.46176935408235e-05,"Gapdh/Lrrk2/Pgk1/Pgam1/Eno1/Pid1/Aldoa/Gpi1/Pkm/Tpi1/Hif1a/Fam20c/Nos2/Acsl1",14
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","12/190","326/28943",1.84816940233926e-06,2.62875802389637e-05,1.49704094079085e-05,"Cav1/Il1a/Ceacam1/Fn1/Mif/Cd44/Tnip1/Ezr/Cflar/Il1b/Ccl3/Cd36",12
"GO:0032890","GO:0032890","regulation of organic acid transport","7/190","88/28943",1.90613128785695e-06,2.70022403895202e-05,1.53773983716736e-05,"Ptges/Arg1/Il1a/Mif/Il1b/Pla2g4a/Acsl1",7
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","11/190","271/28943",1.96319715135231e-06,2.76984952926682e-05,1.57739058043715e-05,"Cav1/Irak3/Itgb2/Malt1/Mtpn/Anxa3/Nlrp3/Cflar/Il1b/Tnf/Cd36",11
"GO:0045216","GO:0045216","cell-cell junction organization","10/190","219/28943",2.03462194929007e-06,2.85909325323934e-05,1.62821363348387e-05,"Cav1/Gja1/Ceacam1/Pmp22/Cd9/Vcl/Plec/Rhoc/Il1b/Tnf",10
"GO:0006898","GO:0006898","receptor-mediated endocytosis","11/190","274/28943",2.18355162619957e-06,3.05609885602891e-05,1.74040556985085e-05,"Sdc1/Cav1/Cd14/Ceacam1/Itgb2/Anxa2/Cd9/Cd44/Itgam/Ezr/Cd36",11
"GO:0019319","GO:0019319","hexose biosynthetic process","7/190","90/28943",2.2186957591017e-06,3.08064145281621e-05,1.75438223558042e-05,"Gapdh/Pgk1/Pgam1/Eno1/Gpi1/Tpi1/Hif1a",7
"GO:0019915","GO:0019915","lipid storage","7/190","90/28943",2.2186957591017e-06,3.08064145281621e-05,1.75438223558042e-05,"Cav1/Hilpda/Ehd1/Nfkbia/Il1b/Tnf/Cd36",7
"GO:0033138","GO:0033138","positive regulation of peptidyl-serine phosphorylation","8/190","129/28943",2.30358801710341e-06,3.185871332745e-05,1.81430918093479e-05,"Cav1/Atp2b4/Mif/Txn1/Cd44/Met/Ptgs2/Tnf",8
"GO:0070943","GO:0070943","neutrophil-mediated killing of symbiont cell","4/190","15/28943",2.32091526982212e-06,3.19719784610536e-05,1.82075947193257e-05,"Arg1/Trem1/Cxcl1/Ncf1",4
"GO:0050832","GO:0050832","defense response to fungus","6/190","59/28943",2.49527189665308e-06,3.39725928653274e-05,1.93469166510927e-05,"Arg1/Gapdh/Clec4e/Clec4d/Cxcl1/Ncf1",6
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","6/190","59/28943",2.49527189665308e-06,3.39725928653274e-05,1.93469166510927e-05,"Pdpn/P4hb/Carmil1/Nedd9/Myadm/S100a10",6
"GO:1903793","GO:1903793","positive regulation of anion transport","6/190","59/28943",2.49527189665308e-06,3.39725928653274e-05,1.93469166510927e-05,"Ptges/Il1a/Mif/Cebpb/Il1b/Pla2g4a",6
"GO:0070301","GO:0070301","cellular response to hydrogen peroxide","7/190","93/28943",2.76707552142886e-06,3.75271211220139e-05,2.13711707958582e-05,"Lrrk2/Bnip3/Txn1/Map3k5/Met/Anxa1/Lcn2",7
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","8/190","133/28943",2.89574883507494e-06,3.8970096822797e-05,2.21929252825784e-05,"Arg1/Trem1/Itgb2/Cxcl1/Fgr/Itgam/Anxa3/Ncf1",8
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","8/190","133/28943",2.89574883507494e-06,3.8970096822797e-05,2.21929252825784e-05,"Ptges/Pdpn/Mif/Gpx1/Anxa1/Il1b/Ptgs2/Pla2g4a",8
"GO:0051235","GO:0051235","maintenance of location","12/190","341/28943",2.93847447376025e-06,3.93935715850081e-05,2.24340882388713e-05,"Cav1/Gja1/Ero1a/Txn1/Hilpda/Ehd1/Nfkbia/Fth1/Il1b/Lcn2/Tnf/Cd36",12
"GO:1903035","GO:1903035","negative regulation of response to wounding","7/190","94/28943",2.97325746614197e-06,3.97077399772166e-05,2.26130027457081e-05,"Klk8/Gja1/Ceacam1/Anxa2/Cd9/Plaur/Tnf",7
"GO:0031214","GO:0031214","biomineral tissue development","9/190","179/28943",3.04247624010527e-06,4.04776591791952e-05,2.30514609666571e-05,"Gja1/Sgms2/Fam20a/Hif1a/Cebpb/Fgr/Fam20c/Ptgs2/Ecm1",9
"GO:0031650","GO:0031650","regulation of heat generation","4/190","16/28943",3.0786748561438e-06,4.06501257420647e-05,2.31496782628807e-05,"Ptges/Il1b/Ptgs2/Tnf",4
"GO:1902001","GO:1902001","fatty acid transmembrane transport","4/190","16/28943",3.0786748561438e-06,4.06501257420647e-05,2.31496782628807e-05,"Slc2a1/Abcc1/Acsl1/Cd36",4
"GO:0045766","GO:0045766","positive regulation of angiogenesis","9/190","182/28943",3.48627704252794e-06,4.56872036397201e-05,2.60182237000016e-05,"Il1a/Itgb2/Pkm/Hif1a/Mmp9/Anxa3/Il1b/Ecm1/Sash1",9
"GO:1904018","GO:1904018","positive regulation of vasculature development","9/190","182/28943",3.48627704252794e-06,4.56872036397201e-05,2.60182237000016e-05,"Il1a/Itgb2/Pkm/Hif1a/Mmp9/Anxa3/Il1b/Ecm1/Sash1",9
"GO:0001889","GO:0001889","liver development","8/190","137/28943",3.61242963766587e-06,4.69884435025757e-05,2.6759261608693e-05,"Hp/Sod2/Ceacam1/Pkm/Cebpb/Met/Cflar/Anxa1",8
"GO:0055076","GO:0055076","transition metal ion homeostasis","8/190","137/28943",3.61242963766587e-06,4.69884435025757e-05,2.6759261608693e-05,"Sod2/Fbxl5/Egln1/Hif1a/Mt2/Fth1/Lcn2/Mt1",8
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","7/190","97/28943",3.67023253062036e-06,4.73629087737914e-05,2.69725143450872e-05,"Gapdh/Pgk1/Pgam1/Eno1/Gpi1/Tpi1/Hif1a",7
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","6/190","63/28943",3.68182657515612e-06,4.73629087737914e-05,2.69725143450872e-05,"Cxcl3/Cxcl2/Cxcl1/Hif1a/Ccl3/Pf4",6
"GO:1903409","GO:1903409","reactive oxygen species biosynthetic process","6/190","63/28943",3.68182657515612e-06,4.73629087737914e-05,2.69725143450872e-05,"Sod2/Cybb/Cflar/Lcn2/Ncf1/Cd36",6
"GO:0010573","GO:0010573","vascular endothelial growth factor production","5/190","36/28943",3.69582532618318e-06,4.73688381549998e-05,2.69758910447841e-05,"Il1a/Hif1a/Il1b/Ptgs2/Tnf",5
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","11/190","290/28943",3.76563437936441e-06,4.80874258883069e-05,2.73851167120124e-05,"Egln3/Sod2/Gpi1/Hif1a/Cebpb/Itgam/Il1b/Lcn2/Tnf/Ccl3/Mt1",11
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","12/190","350/28943",3.83608200108569e-06,4.88089124429048e-05,2.77959932174362e-05,"Cav1/Il1a/Ceacam1/Fn1/Mif/Cd44/Tnip1/Ezr/Cflar/Il1b/Ccl3/Cd36",12
"GO:0070942","GO:0070942","neutrophil mediated cytotoxicity","4/190","17/28943",4.00530526618802e-06,5.07774026318547e-05,2.8917020857719e-05,"Arg1/Trem1/Cxcl1/Ncf1",4
"GO:0030865","GO:0030865","cortical cytoskeleton organization","6/190","64/28943",4.04067311308296e-06,5.10408491793404e-05,2.90670499831505e-05,"Fmnl2/Ezr/Plec/Rhoc/Plek/Tnf",6
"GO:0032970","GO:0032970","regulation of actin filament-based process","13/190","416/28943",4.14154979921576e-06,5.21269163577552e-05,2.96855500564765e-05,"Cav1/Il1a/Bst1/Pdpn/Carmil1/Mtpn/Met/Myadm/Fgr/S100a10/Rhoc/Sdc4/Plek",13
"GO:0042886","GO:0042886","amide transport","12/190","353/28943",4.18482268952939e-06,5.24827763106213e-05,2.98882073241997e-05,"Gja1/Slc7a11/S100a8/Cd38/Hif1a/Klf7/Abcc1/Slc16a10/Nos2/Anxa1/Il1b/Tnf",12
"GO:0061008","GO:0061008","hepaticobiliary system development","8/190","140/28943",4.24394560614346e-06,5.27408639967756e-05,3.00351846530275e-05,"Hp/Sod2/Ceacam1/Pkm/Cebpb/Met/Cflar/Anxa1",8
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","8/190","140/28943",4.24394560614346e-06,5.27408639967756e-05,3.00351846530275e-05,"Arg1/Slc7a11/Slc16a3/Slc7a2/Slc2a1/Abcc1/Acsl1/Cd36",8
"GO:0002724","GO:0002724","regulation of T cell cytokine production","5/190","37/28943",4.25062121951721e-06,5.27408639967756e-05,3.00351846530275e-05,"Arg1/Malt1/Nlrp3/Il1b/Tnfrsf1b",5
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","10/190","238/28943",4.27123021426301e-06,5.28093092569126e-05,3.00741632717124e-05,"Cav1/Il1a/Gpx1/Inhba/Cflar/Il1b/Lcn2/Trps1/Tnfrsf1b/Tnf",10
"GO:0002819","GO:0002819","regulation of adaptive immune response","10/190","239/28943",4.43265659314865e-06,5.46122021810814e-05,3.11008855849903e-05,"Arg1/Malt1/Mif/Cd44/Nlrp3/Anxa1/Il1b/Tnfrsf1b/Pla2g4a/Tnf",10
"GO:1903825","GO:1903825","organic acid transmembrane transport","8/190","141/28943",4.47421186443315e-06,5.49307625040406e-05,3.12823012349841e-05,"Arg1/Slc7a11/Slc16a3/Slc7a2/Slc2a1/Abcc1/Acsl1/Cd36",8
"GO:0110148","GO:0110148","biomineralization","9/190","188/28943",4.54293873223279e-06,5.55795196646243e-05,3.16517593673783e-05,"Gja1/Sgms2/Fam20a/Hif1a/Cebpb/Fgr/Fam20c/Ptgs2/Ecm1",9
"GO:0001818","GO:0001818","negative regulation of cytokine production","11/190","297/28943",4.72655988800047e-06,5.76245053941242e-05,3.28163501484867e-05,"Arg1/Ceacam1/Irak3/Fn1/Acod1/Met/Ezr/Nlrp3/Klf2/Anxa1/Tnf",11
"GO:0006887","GO:0006887","exocytosis","13/190","422/28943",4.83460229889616e-06,5.87370605688808e-05,3.3449934765389e-05,"Sdc1/Lrrk2/Itgb2/Anxa2/Rab11fip1/Fgr/Itgam/S100a10/Anxa3/Tnfaip2/Anxa1/Sdc4/Plek",13
"GO:0070486","GO:0070486","leukocyte aggregation","4/190","18/28943",5.12326411126909e-06,6.20287236170607e-05,3.53244908491436e-05,"S100a8/Cd44/Msn/Il1b",4
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","13/190","425/28943",5.21815870903782e-06,6.29597838721494e-05,3.58547166468552e-05,"Gapdh/Lrrk2/Pgk1/Pgam1/Eno1/Pid1/Aldoa/Gpi1/Pkm/Tpi1/Hif1a/Fam20c/Acsl1",13
"GO:0030866","GO:0030866","cortical actin cytoskeleton organization","5/190","39/28943",5.55503885849448e-06,6.65653457735349e-05,3.79080337387529e-05,"Fmnl2/Ezr/Plec/Plek/Tnf",5
"GO:1904645","GO:1904645","response to amyloid-beta","5/190","39/28943",5.55503885849448e-06,6.65653457735349e-05,3.79080337387529e-05,"Gja1/Fpr2/Abcc1/Mmp9/Cd36",5
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","11/190","303/28943",5.71428142863396e-06,6.82398318047449e-05,3.88616301218038e-05,"Arg1/Ceacam1/Itgb2/Malt1/Cxcl1/Fgr/Itgam/Nlrp3/Il1b/Tnfrsf1b/Tnf",11
"GO:0051099","GO:0051099","positive regulation of binding","9/190","194/28943",5.86346416711011e-06,6.97832010908785e-05,3.97405573517345e-05,"Cav1/Lrrk2/Eno1/Anxa2/Txn1/Mmp9/Met/S100a10/Plaur",9
"GO:0050708","GO:0050708","regulation of protein secretion","11/190","305/28943",6.08134637607706e-06,7.21309524403174e-05,4.10775689202993e-05,"Gja1/Il1a/Rab11fip1/Cd38/Hif1a/Klf7/Ezr/Nos2/Anxa1/Il1b/Tnf",11
"GO:0042246","GO:0042246","tissue regeneration","6/190","69/28943",6.28743934627217e-06,7.43234806506971e-05,4.23261830814126e-05,"Gja1/Pkm/Cd9/Gpx1/Cflar/Anxa1",6
"GO:0042129","GO:0042129","regulation of T cell proliferation","9/190","196/28943",6.37110788378894e-06,7.50589443952104e-05,4.2745019401072e-05,"Arg1/Il1a/Ceacam1/Cd44/Cebpb/Anxa1/Il1b/Sdc4/Tnfrsf1b",9
"GO:0044539","GO:0044539","long-chain fatty acid import into cell","4/190","19/28943",6.45618798675884e-06,7.53006725522306e-05,4.28826802067877e-05,"Slc2a1/Abcc1/Acsl1/Cd36",4
"GO:1901550","GO:1901550","regulation of endothelial cell development","4/190","19/28943",6.45618798675884e-06,7.53006725522306e-05,4.28826802067877e-05,"Plcb1/Vcl/Il1b/Tnf",4
"GO:1903140","GO:1903140","regulation of establishment of endothelial barrier","4/190","19/28943",6.45618798675884e-06,7.53006725522306e-05,4.28826802067877e-05,"Plcb1/Vcl/Il1b/Tnf",4
"GO:0045921","GO:0045921","positive regulation of exocytosis","7/190","106/28943",6.62539883000565e-06,7.70175099873414e-05,4.38603951222266e-05,"Sdc1/Itgb2/Anxa2/Fgr/Itgam/S100a10/Sdc4",7
"GO:0008347","GO:0008347","glial cell migration","6/190","70/28943",6.8396141002799e-06,7.89828704187438e-05,4.49796404093447e-05,"Fn1/Vcan/Pmp22/Cd9/Vim/Ccl3",6
"GO:0150076","GO:0150076","neuroinflammatory response","6/190","70/28943",6.8396141002799e-06,7.89828704187438e-05,4.49796404093447e-05,"Lrrk2/Itgam/Il1b/Ptgs2/Tnfrsf1b/Tnf",6
"GO:0019932","GO:0019932","second-messenger-mediated signaling","11/190","309/28943",6.87768333732138e-06,7.90813650674513e-05,4.50357317346867e-05,"Atp2b4/Gapdh/Lrrk2/Bst1/Egln1/Mt2/Nos2/Camkk2/Tnf/Mt1/Cd36",11
"GO:0043405","GO:0043405","regulation of MAP kinase activity","9/190","198/28943",6.91594675925696e-06,7.90813650674513e-05,4.50357317346867e-05,"Cav1/Lrrk2/Ceacam1/Irak3/Mif/Map3k5/Il1b/Sash1/Tnf",9
"GO:0098739","GO:0098739","import across plasma membrane","9/190","198/28943",6.91594675925696e-06,7.90813650674513e-05,4.50357317346867e-05,"Cav1/Arg1/Slc7a11/Slc7a2/Slc2a1/Abcc1/Lcn2/Acsl1/Cd36",9
"GO:0030193","GO:0030193","regulation of blood coagulation","6/190","71/28943",7.43047428972542e-06,8.46880441034177e-05,4.82286570562325e-05,"Cav1/Ceacam1/Anxa2/Cd9/Plaur/Cd36",6
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","9/190","200/28943",7.50020325722942e-06,8.52052311592394e-05,4.85231878535041e-05,"Cav1/Gja1/Lrrk2/Fbxl5/Ezr/Msn/Il1b/Tnfrsf1b/Tnf",9
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","7/190","109/28943",7.9678295681887e-06,9.02247108708487e-05,5.13817113697196e-05,"Fn1/Pdpn/P4hb/Carmil1/Nedd9/Myadm/S100a10",7
"GO:0050863","GO:0050863","regulation of T cell activation","12/190","378/28943",8.35783735860041e-06,9.4335719089493e-05,5.37228730724298e-05,"Cav1/Arg1/Il1a/Ceacam1/Malt1/Cd44/Cebpb/Nlrp3/Anxa1/Il1b/Sdc4/Tnfrsf1b",12
"GO:0006633","GO:0006633","fatty acid biosynthetic process","8/190","154/28943",8.57448924701772e-06,9.64698967051929e-05,5.49382573856982e-05,"Ptges/Ceacam1/Mif/Ltc4s/Anxa1/Il1b/Ptgs2/Pla2g4a",8
"GO:1900046","GO:1900046","regulation of hemostasis","6/190","73/28943",8.73642405754452e-06,9.71632254423086e-05,5.53330984077527e-05,"Cav1/Ceacam1/Anxa2/Cd9/Plaur/Cd36",6
"GO:1990868","GO:1990868","response to chemokine","6/190","73/28943",8.73642405754452e-06,9.71632254423086e-05,5.53330984077527e-05,"Cxcl3/Cxcl2/Cxcl1/Hif1a/Ccl3/Pf4",6
"GO:1990869","GO:1990869","cellular response to chemokine","6/190","73/28943",8.73642405754452e-06,9.71632254423086e-05,5.53330984077527e-05,"Cxcl3/Cxcl2/Cxcl1/Hif1a/Ccl3/Pf4",6
"GO:0009410","GO:0009410","response to xenobiotic stimulus","11/190","317/28943",8.747189486804e-06,9.71632254423086e-05,5.53330984077527e-05,"Sod2/Cd38/Abcc1/Gpx1/Mmp9/Inhba/Pon3/Nos2/Il1b/Lcn2/Acsl1",11
"GO:0031099","GO:0031099","regeneration","8/190","155/28943",8.99090898607596e-06,9.95544004502525e-05,5.66948391427109e-05,"Klk8/Gja1/Pkm/Cd9/Gpx1/Cebpb/Cflar/Anxa1",8
"GO:0045601","GO:0045601","regulation of endothelial cell differentiation","5/190","43/28943",9.09191045491914e-06,0.000100039605917491,5.69711568724328e-05,"Ceacam1/Plcb1/Vcl/Il1b/Tnf",5
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","5/190","43/28943",9.09191045491914e-06,0.000100039605917491,5.69711568724328e-05,"P4hb/Carmil1/Nedd9/Myadm/S100a10",5
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","8/190","156/28943",9.42426709831556e-06,0.000103371506510991,5.88686276756686e-05,"Cav1/Slc7a11/Atp2b4/Ceacam1/Anxa1/Il1b/Ptgs2/Pla2g4a",8
"GO:0002262","GO:0002262","myeloid cell homeostasis","9/190","206/28943",9.51324451955935e-06,0.000104021383043557,5.92387232747561e-05,"Slc7a11/Plcb1/Gpi1/Hif1a/Cd44/Itgam/Inhba/Klf2/Anxa1",9
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","11/190","320/28943",9.55455331509907e-06,0.00010414760763094,5.93106064124694e-05,"Cav1/Itgb2/Bst1/Mif/Cd44/Nedd9/Abi1/Fgr/Sh3bp5/Areg/Cd36",11
"GO:0010720","GO:0010720","positive regulation of cell development","12/190","384/28943",9.78537982542097e-06,0.000106332434811019,6.05548349444979e-05,"Fn1/P4hb/Carmil1/Hif1a/Nedd9/Met/Myadm/S100a10/Vim/Il1b/Tnfrsf1b/Tnf",12
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","11/190","322/28943",1.01281601681367e-05,0.000109716509065977,6.24820179184711e-05,"Cav1/Itgb2/Bst1/Mif/Cd44/Nedd9/Abi1/Fgr/Sh3bp5/Areg/Cd36",11
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","5/190","44/28943",1.02031567027459e-05,0.000110055234825473,6.26749175026307e-05,"Cav1/Sod2/Dach1/Mmp9/Fth1",5
"GO:0050818","GO:0050818","regulation of coagulation","6/190","75/28943",1.02223353296023e-05,0.000110055234825473,6.26749175026307e-05,"Cav1/Ceacam1/Anxa2/Cd9/Plaur/Cd36",6
"GO:0006631","GO:0006631","fatty acid metabolic process","13/190","453/28943",1.03170666996673e-05,0.00011068418315735,6.30330947840328e-05,"Ptges/Cav1/Ceacam1/Pdpn/Mif/Gpx1/Ltc4s/Anxa1/Il1b/Ptgs2/Pla2g4a/Acsl1/Cd36",13
"GO:0007043","GO:0007043","cell-cell junction assembly","8/190","158/28943",1.03440205465715e-05,0.00011068418315735,6.30330947840328e-05,"Cav1/Gja1/Pmp22/Cd9/Vcl/Rhoc/Il1b/Tnf",8
"GO:0061045","GO:0061045","negative regulation of wound healing","6/190","76/28943",1.10384152403056e-05,0.00011775431379826,6.70594353334355e-05,"Gja1/Ceacam1/Anxa2/Cd9/Plaur/Tnf",6
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","5/190","45/28943",1.14177024391418e-05,0.000121430215302606,6.91528098457704e-05,"Sod2/P4hb/Hif1a/Gpx1/Map3k5",5
"GO:1901215","GO:1901215","negative regulation of neuron death","10/190","267/28943",1.16946011256697e-05,0.000123998210117328,7.06152469884934e-05,"Slc7a11/Sod2/Lrrk2/Gpi1/Hif1a/Abcc1/Cebpb/Lcn2/Tnfrsf1b/Mt1",10
"GO:0006684","GO:0006684","sphingomyelin metabolic process","4/190","22/28943",1.19980464055424e-05,0.000126449290280099,7.20111028715658e-05,"Smpdl3b/Sgms2/Sgms1/Smpdl3a",4
"GO:0031579","GO:0031579","membrane raft organization","4/190","22/28943",1.19980464055424e-05,0.000126449290280099,7.20111028715658e-05,"Cav1/Pmp22/Myadm/S100a10",4
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","10/190","268/28943",1.20795619284337e-05,0.000126926087650419,7.22826323076499e-05,"Cav1/Itgb2/Bst1/Mif/Cd44/Nedd9/Abi1/Sh3bp5/Areg/Cd36",10
"GO:0007015","GO:0007015","actin filament organization","13/190","460/28943",1.21336777719158e-05,0.000127112989592615,7.23890703505725e-05,"Carmil1/Mtpn/Nedd9/Abi1/Met/Myadm/S100a10/Ezr/Plec/Rhoc/Pstpip2/Sdc4/Plek",13
"GO:0032652","GO:0032652","regulation of interleukin-1 production","7/190","117/28943",1.26898039148961e-05,0.00013190822711914,7.5119891077611e-05,"Ceacam1/Malt1/Nlrp3/Anxa1/Tnf/Ccl3/Cd36",7
"GO:0044070","GO:0044070","regulation of anion transport","7/190","117/28943",1.26898039148961e-05,0.00013190822711914,7.5119891077611e-05,"Ptges/Arg1/Il1a/Mif/Cebpb/Il1b/Pla2g4a",7
"GO:0032768","GO:0032768","regulation of monooxygenase activity","5/190","46/28943",1.27422065636666e-05,0.00013190822711914,7.5119891077611e-05,"Cav1/Il1a/Atp2b4/Il1b/Tnf",5
"GO:0033028","GO:0033028","myeloid cell apoptotic process","5/190","46/28943",1.27422065636666e-05,0.00013190822711914,7.5119891077611e-05,"Slc7a11/Mif/Cd44/Itgam/Anxa1",5
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","8/190","163/28943",1.2980135212036e-05,0.0001339749059201,7.62968357596153e-05,"Cav1/Atp2b4/Mif/Txn1/Cd44/Met/Ptgs2/Tnf",8
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","7/190","119/28943",1.41760977671371e-05,0.000145111989222021,8.26392489876162e-05,"Sod2/Fam162a/Bnip3/Gpx1/Higd1a/Mmp9/Plaur",7
"GO:0045445","GO:0045445","myoblast differentiation","7/190","119/28943",1.41760977671371e-05,0.000145111989222021,8.26392489876162e-05,"Sdc1/Plcb1/Gpx1/Plekhm3/Map3k5/Plec/Tnf",7
"GO:0097300","GO:0097300","programmed necrotic cell death","5/190","47/28943",1.41835668230726e-05,0.000145111989222021,8.26392489876162e-05,"Cav1/Pygl/Map3k5/Cflar/Tnf",5
"GO:0010232","GO:0010232","vascular transport","4/190","23/28943",1.44495248361171e-05,0.000146973509888296,8.36993589803235e-05,"Gja1/Slc2a1/Abcc1/Cd36",4
"GO:0140354","GO:0140354","lipid import into cell","4/190","23/28943",1.44495248361171e-05,0.000146973509888296,8.36993589803235e-05,"Slc2a1/Abcc1/Acsl1/Cd36",4
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","7/190","120/28943",1.49715464889296e-05,0.000151841858448594,8.6471815418898e-05,"Arg1/Gapdh/Trem1/Fn1/Cxcl1/Gpx1/Ncf1",7
"GO:0032675","GO:0032675","regulation of interleukin-6 production","8/190","167/28943",1.54768390508043e-05,0.000156512889707411,8.9131902413059e-05,"Irak3/Cebpb/Met/Klf2/Nos2/Il1b/Tnf/Cd36",8
"GO:0002369","GO:0002369","T cell cytokine production","5/190","48/28943",1.57489207122139e-05,0.00015834906198861,9.01775768548726e-05,"Arg1/Malt1/Nlrp3/Il1b/Tnfrsf1b",5
"GO:0042304","GO:0042304","regulation of fatty acid biosynthetic process","5/190","48/28943",1.57489207122139e-05,0.00015834906198861,9.01775768548726e-05,"Ceacam1/Anxa1/Il1b/Ptgs2/Pla2g4a",5
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","7/190","121/28943",1.58035447429607e-05,0.00015844298869805,9.02310668026679e-05,"Pdpn/P4hb/Carmil1/Nedd9/Met/Myadm/S100a10",7
"GO:0009306","GO:0009306","protein secretion","12/190","404/28943",1.62042606948347e-05,0.000161996309060647,9.22546330686378e-05,"Gja1/Il1a/Rab11fip1/Cd38/Hif1a/Klf7/Ezr/Nos2/Anxa1/Il1b/Plek/Tnf",12
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","12/190","405/28943",1.66045128715859e-05,0.000165524759366607,9.42640361850718e-05,"Gja1/Il1a/Rab11fip1/Cd38/Hif1a/Klf7/Ezr/Nos2/Anxa1/Il1b/Plek/Tnf",12
"GO:0021782","GO:0021782","glial cell development","7/190","122/28943",1.66733933663433e-05,0.000165739214172827,9.43861651988272e-05,"S100a8/Pmp22/Itgam/Plec/Vim/Il1b/Ndrg1",7
"GO:0032930","GO:0032930","positive regulation of superoxide anion generation","4/190","24/28943",1.72505932457905e-05,0.000170991007838586,9.73769882638479e-05,"Fpr2/Itgb2/Cxcl1/Itgam",4
"GO:0010543","GO:0010543","regulation of platelet activation","5/190","49/28943",1.74456462290128e-05,0.0001724359213427,9.81998463024717e-05,"Ceacam1/Pdpn/Cd9/Plek/Pla2g4a",5
"GO:0071692","GO:0071692","protein localization to extracellular region","12/190","411/28943",1.91923533262236e-05,0.00018897895614088,0.000107620873324615,"Gja1/Il1a/Rab11fip1/Cd38/Hif1a/Klf7/Ezr/Nos2/Anxa1/Il1b/Plek/Tnf",12
"GO:0018198","GO:0018198","peptidyl-cysteine modification","5/190","50/28943",1.92813624870803e-05,0.00018897895614088,0.000107620873324615,"Atp2b4/Gapdh/S100a8/Txn1/Nos2",5
"GO:0051873","GO:0051873","killing by host of symbiont cells","5/190","50/28943",1.92813624870803e-05,0.00018897895614088,0.000107620873324615,"Arg1/Gapdh/Trem1/Cxcl1/Ncf1",5
"GO:0035296","GO:0035296","regulation of tube diameter","8/190","173/28943",1.99718871785596e-05,0.000194656359993816,0.00011085407544059,"Cav1/Gja1/Sod2/Cd38/Hif1a/Gpx1/Klf2/Ptgs2",8
"GO:0097746","GO:0097746","blood vessel diameter maintenance","8/190","173/28943",1.99718871785596e-05,0.000194656359993816,0.00011085407544059,"Cav1/Gja1/Sod2/Cd38/Hif1a/Gpx1/Klf2/Ptgs2",8
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","4/190","25/28943",2.04312248074487e-05,0.000198580154447953,0.000113088621521931,"Cd44/Myadm/Il1b/Tnf",4
"GO:0035150","GO:0035150","regulation of tube size","8/190","174/28943",2.0818221908502e-05,0.000201781048359691,0.000114911485851565,"Cav1/Gja1/Sod2/Cd38/Hif1a/Gpx1/Klf2/Ptgs2",8
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","7/190","127/28943",2.16381938404366e-05,0.000209149282452176,0.000119107592148725,"Fam162a/S100a8/Malt1/Map3k5/Nlrp3/Cflar/Tnf",7
"GO:0032635","GO:0032635","interleukin-6 production","8/190","176/28943",2.2601419684621e-05,0.00021785776164322,0.00012406694929096,"Irak3/Cebpb/Met/Klf2/Nos2/Il1b/Tnf/Cd36",8
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","7/190","128/28943",2.2764290168244e-05,0.000218824866205181,0.000124617701817484,"Il1a/Gapdh/Clec4d/S100a4/Il1b/Tnf/Cd36",7
