"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008544","GO:0008544","epidermis development","9/190","367/28943",0.000756090407804228,0.00396635732669714,0.00225878504217376,"Stfa3/Il1a/Klf7/Inhba/Plec/Anxa1/Ptgs2/Trps1/Tnf",9
"GO:1990845","GO:1990845","adaptive thermogenesis","6/190","165/28943",0.000797715281791001,0.00414740827784058,0.00236189102749725,"Cav1/Gja1/Cebpb/Lcn2/Acsl1/Cd36",6
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure","4/190","66/28943",0.000943853035082308,0.00477936580282633,0.00272178200230148,"Lrrk2/Met/Il1b/Tnf",4
"GO:0071496","GO:0071496","cellular response to external stimulus","8/190","308/28943",0.00102560634931284,0.00513933163251537,0.00292677750946935,"Cav1/Lrrk2/Ldha/Slc2a1/Higd1a/Map3k5/Mmp9/Plec",8
"GO:0140253","GO:0140253","cell-cell fusion","4/190","70/28943",0.0011765578785245,0.00570981417053705,0.00325165933870629,"Cd9/Cd44/Ehd1/Cflar",4
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","7/190","245/28943",0.00122268769581747,0.00584451399954282,0.00332836900802772,"Lrrk2/Ldha/Slc2a1/Higd1a/Map3k5/Mmp9/Plec",7
"GO:0060761","GO:0060761","negative regulation of response to cytokine stimulus","4/190","74/28943",0.00144674206040457,0.00670483505874911,0.00381830982271989,"Cav1/Arg1/Irak3/Ecm1",4
"GO:0045807","GO:0045807","positive regulation of endocytosis","5/190","127/28943",0.00154033547330717,0.00707301026391313,0.00402798045444188,"Cav1/Lrrk2/Cd14/Anxa2/Cd36",5
"GO:0070542","GO:0070542","response to fatty acid","3/190","37/28943",0.00183583054498566,0.00820379447880567,0.00467194625483345,"Pid1/Plcb1/Cd36",3
"GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus","3/190","37/28943",0.00183583054498566,0.00820379447880567,0.00467194625483345,"Itgb2/Cd9/Cd36",3
"GO:0009415","GO:0009415","response to water","2/190","11/28943",0.00226765799250665,0.00962929043177277,0.00548374626956449,"Atp2b4/Plec",2
"GO:1902946","GO:1902946","protein localization to early endosome","2/190","11/28943",0.00226765799250665,0.00962929043177277,0.00548374626956449,"Ezr/Msn",2
"GO:1903599","GO:1903599","positive regulation of autophagy of mitochondrion","2/190","11/28943",0.00226765799250665,0.00962929043177277,0.00548374626956449,"Bnip3/Hif1a",2
"GO:0043087","GO:0043087","regulation of GTPase activity","8/190","351/28943",0.00232812310125653,0.00983828832282198,0.0056027676464259,"Lrrk2/Rap1gap2/Ralgapa2/Nedd9/Met/S100a10/Agap1/Ccl3",8
"GO:0030278","GO:0030278","regulation of ossification","5/190","140/28943",0.00235967758562479,0.00994760466518211,0.0056650217750003,"Gja1/Sgms2/Hif1a/Fam20c/Ecm1",5
"GO:0010649","GO:0010649","regulation of cell communication by electrical coupling","2/190","12/28943",0.00270946022008639,0.0111665504241252,0.00635919434210345,"Cav1/Gja1",2
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","4/190","90/28943",0.00296215172644391,0.0119545200586243,0.00680793203200184,"Lrrk2/Cd38/Il1b/Ptgs2",4
"GO:0007343","GO:0007343","egg activation","2/190","13/28943",0.00318829436505167,0.0125770484592061,0.00716245325229076,"Plcb1/Cast",2
"GO:0042593","GO:0042593","glucose homeostasis","7/190","294/28943",0.00340429021739252,0.0132793884845668,0.00756242607700997,"Gpi1/Pygl/Hif1a/Klf7/Gpx1/Met/Cd36",7
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","3/190","46/28943",0.00343490897059559,0.0133393412742663,0.00759656835251761,"Lrrk2/Itgam/Tnf",3
"GO:0006739","GO:0006739","NADP metabolic process","3/190","47/28943",0.00365155943215023,0.0140706923357218,0.00801306255667676,"Prdx5/Txnrd1/Ncf1",3
"GO:1902170","GO:1902170","cellular response to reactive nitrogen species","2/190","14/28943",0.00370366037187762,0.0140706923357218,0.00801306255667676,"Map3k5/Cflar",2
"GO:0007613","GO:0007613","memory","5/190","160/28943",0.00418115326499052,0.015563675823619,0.00886329577897767,"Klk8/Plcb1/Il1b/Ptgs2/Lcn2",5
"GO:0001704","GO:0001704","formation of primary germ layer","4/190","106/28943",0.00531112498491301,0.0190211118958143,0.0108322572821638,"Fn1/Gpi1/Inhba/Txnrd1",4
"GO:0009895","GO:0009895","negative regulation of catabolic process","7/190","324/28943",0.00574966435281428,0.0200779197310351,0.0114340945686285,"Atp2b4/Lrrk2/Irak3/Anxa2/Nos2/Il1b/Tnf",7
"GO:0006826","GO:0006826","iron ion transport","3/190","58/28943",0.00659238599201764,0.0222652109904148,0.0126797263593674,"Slc25a37/Fth1/Lcn2",3
"GO:0043330","GO:0043330","response to exogenous dsRNA","3/190","58/28943",0.00659238599201764,0.0222652109904148,0.0126797263593674,"Cav1/Irak3/Nfkbia",3
"GO:0021756","GO:0021756","striatum development","2/190","19/28943",0.00681130767503078,0.0226978719570788,0.0129261207306599,"Slc7a11/Inhba",2
"GO:0045779","GO:0045779","negative regulation of bone resorption","2/190","19/28943",0.00681130767503078,0.0226978719570788,0.0129261207306599,"Ceacam1/Cd38",2
"GO:0051348","GO:0051348","negative regulation of transferase activity","6/190","262/28943",0.00787300591846836,0.0253895370587288,0.0144589863727001,"Cav1/Ceacam1/Irak3/Plec/Sh3bp5/Il1b",6
"GO:0022404","GO:0022404","molting cycle process","4/190","119/28943",0.00795102827159026,0.0255001355841378,0.014521970686594,"Inhba/Ptgs2/Trps1/Tnf",4
"GO:0022405","GO:0022405","hair cycle process","4/190","119/28943",0.00795102827159026,0.0255001355841378,0.014521970686594,"Inhba/Ptgs2/Trps1/Tnf",4
"GO:0042698","GO:0042698","ovulation cycle","3/190","63/28943",0.00828419868424496,0.026001489841146,0.0148074849263066,"Inhba/Anxa1/Pla2g4a",3
"GO:0006662","GO:0006662","glycerol ether metabolic process","2/190","21/28943",0.00829313022655584,0.026001489841146,0.0148074849263066,"Txn1/Pla2g4a",2
"GO:0044546","GO:0044546","NLRP3 inflammasome complex assembly","2/190","21/28943",0.00829313022655584,0.026001489841146,0.0148074849263066,"Nlrp3/Cd36",2
"GO:0044703","GO:0044703","multi-organism reproductive process","5/190","190/28943",0.00852875192667903,0.0267162963217994,0.015214557223016,"Pmp22/Acod1/Mmp9/Ptgs2/Pla2g4a",5
"GO:0097734","GO:0097734","extracellular exosome biogenesis","2/190","22/28943",0.00908332942976304,0.0277656246388082,0.0158121350284333,"Sdc1/Sdc4",2
"GO:0045776","GO:0045776","negative regulation of blood pressure","3/190","66/28943",0.00941056788650951,0.0286222296103525,0.0162999595831583,"Sod2/Nos2/Cd36",3
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","5/190","195/28943",0.00947534344975398,0.0287797107037233,0.0163896428640207,"Atp2b4/Pdpn/Plcb1/Inhba/Anxa1",5
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","4/190","126/28943",0.00967524350675726,0.0292979822486468,0.0166847912626731,"Pmp22/Cd9/Plec/Cflar",4
"GO:0042537","GO:0042537","benzene-containing compound metabolic process","2/190","24/28943",0.0107600168079552,0.0316115019404157,0.0180023083808026,"Pon3/Txnrd1",2
"GO:0140632","GO:0140632","inflammasome complex assembly","2/190","24/28943",0.0107600168079552,0.0316115019404157,0.0180023083808026,"Nlrp3/Cd36",2
"GO:0001558","GO:0001558","regulation of cell growth","8/190","459/28943",0.0112252762153059,0.0327310345644628,0.0186398665575211,"Gja1/Ceacam1/Fn1/Eno1/Cd38/Mtpn/Cd44/Inhba",8
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","3/190","73/28943",0.0123716159008106,0.0352510456326842,0.0200749776274939,"Met/Lcn2/Tnf",3
"GO:0045730","GO:0045730","respiratory burst","2/190","26/28943",0.0125620930895137,0.0356197436954688,0.0202849460193205,"Cybb/Ncf1",2
"GO:1903578","GO:1903578","regulation of ATP metabolic process","3/190","75/28943",0.0133045941149086,0.0374821053205034,0.0213455349262836,"Eno1/Pid1/Hif1a",3
"GO:0070584","GO:0070584","mitochondrion morphogenesis","2/190","27/28943",0.0135090451535628,0.0377239816379219,0.0214832801072746,"Pid1/Plec",2
"GO:0009988","GO:0009988","cell-cell recognition","3/190","80/28943",0.0158085551210494,0.0429124393859985,0.0244380342527023,"Aldoa/Cd9/Msn",3
"GO:0032535","GO:0032535","regulation of cellular component size","7/190","398/28943",0.0164761591673786,0.0442823078556262,0.0252181551934238,"Fn1/Rap1gap2/Carmil1/Mtpn/Myadm/Ezr/Plek",7
"GO:0002507","GO:0002507","tolerance induction","2/190","30/28943",0.0165283492596307,0.0442823078556262,0.0252181551934238,"Irak3/Acod1",2
"GO:0001649","GO:0001649","osteoblast differentiation","5/190","225/28943",0.016703274180861,0.0447167225392751,0.0254655482820197,"Gja1/Cebpb/Fam20c/Areg/Tnf",5
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","2/190","31/28943",0.0175928452162499,0.0463534378099837,0.0263976347450547,"Cav1/Met",2
"GO:0010921","GO:0010921","regulation of phosphatase activity","3/190","86/28943",0.0191396351865392,0.0495337156196012,0.0282087584927739,"Vcan/Plek/Tnf",3
