"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032728","BP","GO:0032728","positive regulation of interferon-beta production","6/210","48/28943",1.29285937280232e-06,2.02366514458637e-05,1.32652385508581e-05,"Isg15/Irf7/Ifih1/Hmgb2/Rigi/Oas3",6
"GO:0001659","BP","GO:0001659","temperature homeostasis","10/210","189/28943",1.32927194506924e-06,2.06976689247954e-05,1.35674380946169e-05,"Ccl5/Il1b/Plac8/Jak2/Ptgs2/Tnf/Ptges/Il1rn/Acsl1/Il15",10
"GO:0032677","BP","GO:0032677","regulation of interleukin-8 production","7/210","76/28943",1.37016474093041e-06,2.12232809350367e-05,1.39119797160259e-05,"Il1b/Ptprc/Rigi/Nos2/Tnf/Cd14/Cd74",7
"GO:0046631","BP","GO:0046631","alpha-beta T cell activation","10/210","191/28943",1.46217713496928e-06,2.24150247391683e-05,1.46931744653451e-05,"Ptprc/Jak2/Cd274/Clec4a3/Rsad2/Clec4a2/Pnp/Nlrp3/Malt1/Il15",10
"GO:0050731","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","10/210","191/28943",1.46217713496928e-06,2.24150247391683e-05,1.46931744653451e-05,"Ccl5/Ptprc/Sema4d/Jak2/Hcls1/Lyn/Parp14/Cd40/Cd74/Il15",10
"GO:0032637","BP","GO:0032637","interleukin-8 production","7/210","77/28943",1.49797494189961e-06,2.28460383446638e-05,1.4975706301744e-05,"Il1b/Ptprc/Rigi/Nos2/Tnf/Cd14/Cd74",7
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","14/210","401/28943",1.57060883181805e-06,2.3831585029729e-05,1.56217376827445e-05,"Il1b/Ptprc/Sod2/Traf1/Jak2/Ptgs2/Hmgb2/Trps1/Zfas1/Nupr1/Daxx/Tnf/Thbs1/Cd74",14
"GO:0002753","BP","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","6/210","50/28943",1.65407088446063e-06,2.49705929461213e-05,1.63683637618011e-05,"Slc15a3/Ifih1/Alpk1/Rigi/Oas3/Oasl1",6
"GO:0050777","BP","GO:0050777","negative regulation of immune response","10/210","194/28943",1.68323983990151e-06,2.52826024437732e-05,1.65728877378926e-05,"Isg15/Ptprc/Acod1/Irak3/Parp14/Ifi204/Nmi/Fgl2/Oas3/Samsn1",10
"GO:0050921","BP","GO:0050921","positive regulation of chemotaxis","9/210","151/28943",1.70147917033857e-06,2.54281359426477e-05,1.66682857628512e-05,"Ccl5/Aif1/Il1b/Sell/Cxcl10/Met/Rac2/Thbs1/Cd74",9
"GO:0045639","BP","GO:0045639","positive regulation of myeloid cell differentiation","8/210","113/28943",1.79116155362727e-06,2.66345723024376e-05,1.74591115648301e-05,"Isg15/Ccl5/Stat1/Hcls1/Hmgb2/Ccl3/Tnf/Cd74",8
"GO:0031652","BP","GO:0031652","positive regulation of heat generation","4/210","13/28943",1.8294378680205e-06,2.69343971262029e-05,1.76556484188326e-05,"Ccl5/Il1b/Ptgs2/Tnf",4
"GO:0042590","BP","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","4/210","13/28943",1.8294378680205e-06,2.69343971262029e-05,1.76556484188326e-05,"Fcer1g/Fcgr1/Clec4a3/Clec4a2",4
"GO:0002888","BP","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","5/210","29/28943",1.975774951855e-06,2.89455896887525e-05,1.89739964264218e-05,"C3/Fcer1g/Fcgr1/Stap1/Rigi",5
"GO:0002507","BP","GO:0002507","tolerance induction","5/210","30/28943",2.35698127055923e-06,3.4221492363802e-05,2.24323802278559e-05,"Acod1/Cd274/Irak3/Lyn/Cd86",5
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","13/210","357/28943",2.35891255365818e-06,3.4221492363802e-05,2.24323802278559e-05,"Il1b/Stat1/Psme1/Jak2/Lyn/Psme2/Ifi204/Tnip1/Mmp14/Nupr1/Tnf/Nlrp3/Malt1",13
"GO:0002832","BP","GO:0002832","negative regulation of response to biotic stimulus","8/210","118/28943",2.48249855234992e-06,3.56664284767569e-05,2.33795439560237e-05,"Isg15/Acod1/Irak3/Parp14/Ifi204/Nmi/Fgl2/Oas3",8
"GO:0038061","BP","GO:0038061","NIK/NF-kappaB signaling","8/210","118/28943",2.48249855234992e-06,3.56664284767569e-05,2.33795439560237e-05,"Il1b/Glrx/Nmi/Tnf/Nlrp3/Cd14/Malt1/Cd86",8
"GO:0002714","BP","GO:0002714","positive regulation of B cell mediated immunity","6/210","54/28943",2.62426001317065e-06,3.73423410486579e-05,2.44781140488141e-05,"C3/Fcer1g/Ptprc/Fcgr1/Cd40/Tnf",6
"GO:0002891","BP","GO:0002891","positive regulation of immunoglobulin mediated immune response","6/210","54/28943",2.62426001317065e-06,3.73423410486579e-05,2.44781140488141e-05,"C3/Fcer1g/Ptprc/Fcgr1/Cd40/Tnf",6
"GO:0002720","BP","GO:0002720","positive regulation of cytokine production involved in immune response","7/210","85/28943",2.9275596854784e-06,4.12633294057477e-05,2.70483439137241e-05,"Fcer1g/Il1b/Rsad2/Rigi/Nlrp3/Malt1/Cd74",7
"GO:0045824","BP","GO:0045824","negative regulation of innate immune response","7/210","85/28943",2.9275596854784e-06,4.12633294057477e-05,2.70483439137241e-05,"Isg15/Acod1/Irak3/Parp14/Ifi204/Nmi/Oas3",7
"GO:0043491","BP","GO:0043491","protein kinase B signaling","10/210","207/28943",3.01269303374705e-06,4.22629673696402e-05,2.77036122070484e-05,"Ccl5/Il1b/Hcls1/Met/Inpp4b/Cd40/Tnf/Thbs1/F10/Ccl12",10
"GO:0097193","BP","GO:0097193","intrinsic apoptotic signaling pathway","12/210","310/28943",3.1144542885856e-06,4.34853852312374e-05,2.85049139731185e-05,"Bcl2a1a/Sod2/Bcl2a1d/Jak2/Ptgs2/Ifi204/Zfas1/Nupr1/Tnf/Pnp/Bcl2a1b/Cd74",12
"GO:0060337","BP","GO:0060337","type I interferon signaling pathway","6/210","56/28943",3.25951259284162e-06,4.50873974470278e-05,2.95550419678956e-05,"Isg15/Ifitm3/Irf7/Stat1/Zbp1/Oas3",6
"GO:0071357","BP","GO:0071357","cellular response to type I interferon","6/210","56/28943",3.25951259284162e-06,4.50873974470278e-05,2.95550419678956e-05,"Isg15/Ifitm3/Irf7/Stat1/Zbp1/Oas3",6
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","12/210","313/28943",3.43758802930794e-06,4.7330494440564e-05,3.10254046309859e-05,"Ptprc/Ass1/Slfn1/Sema4d/Jak2/Cd274/Fgl2/Mmp14/Thbs1/Il1rn/Cd86/Cd74",12
"GO:0002478","BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen","5/210","33/28943",3.85656881787896e-06,5.26120902035414e-05,3.44875202834951e-05,"Fcer1g/Fcgr1/Clec4a3/Clec4a2/Cd74",5
"GO:0002486","BP","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","5/210","33/28943",3.85656881787896e-06,5.26120902035414e-05,3.44875202834951e-05,"H2-Q4/H2-Q7/H2-T22/H2-T23/H2-Q6",5
"GO:0032757","BP","GO:0032757","positive regulation of interleukin-8 production","6/210","58/28943",4.01461834922164e-06,5.45181505506172e-05,3.5736953534047e-05,"Il1b/Rigi/Nos2/Tnf/Cd14/Cd74",6
"GO:0018108","BP","GO:0018108","peptidyl-tyrosine phosphorylation","12/210","320/28943",4.30900028080124e-06,5.82498492504677e-05,3.81831029667172e-05,"Ccl5/Ptprc/Hck/Sema4d/Jak2/Hcls1/Lyn/Parp14/Cd40/Samsn1/Cd74/Il15",12
"GO:0071622","BP","GO:0071622","regulation of granulocyte chemotaxis","6/210","59/28943",4.44223939080215e-06,5.96725509016028e-05,3.91156918804263e-05,"Ccl5/Il1b/Sell/Rac2/Thbs1/Cd74",6
"GO:0002476","BP","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","5/210","34/28943",4.4949091685556e-06,5.96725509016028e-05,3.91156918804263e-05,"H2-Q4/H2-Q7/H2-T22/H2-T23/H2-Q6",5
"GO:0002484","BP","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","5/210","34/28943",4.4949091685556e-06,5.96725509016028e-05,3.91156918804263e-05,"H2-Q4/H2-Q7/H2-T22/H2-T23/H2-Q6",5
"GO:1903901","BP","GO:1903901","negative regulation of viral life cycle","5/210","34/28943",4.4949091685556e-06,5.96725509016028e-05,3.91156918804263e-05,"Ifitm3/Bst2/Ly6e/Trim30d/Cd74",5
"GO:0010950","BP","GO:0010950","positive regulation of endopeptidase activity","9/210","170/28943",4.51456756989261e-06,5.96725509016028e-05,3.91156918804263e-05,"Stat1/Psme1/Jak2/Lyn/Psme2/Ifi204/Tnf/Nlrp3/Malt1",9
"GO:0018212","BP","GO:0018212","peptidyl-tyrosine modification","12/210","322/28943",4.59126679116786e-06,6.04178205174037e-05,3.9604220294564e-05,"Ccl5/Ptprc/Hck/Sema4d/Jak2/Hcls1/Lyn/Parp14/Cd40/Samsn1/Cd74/Il15",12
"GO:0050730","BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","11/210","268/28943",4.63567890893524e-06,6.07335201549489e-05,3.98111631780573e-05,"Ccl5/Ptprc/Sema4d/Jak2/Hcls1/Lyn/Parp14/Cd40/Samsn1/Cd74/Il15",11
"GO:0030217","BP","GO:0030217","T cell differentiation","12/210","326/28943",5.20502979187268e-06,6.77037126941628e-05,4.43801634904575e-05,"Fcer1g/Il1b/Ptprc/Clec4e/Bcl2a1d/Rsad2/Fgl2/Pnp/Nlrp3/Malt1/Cd74/Il15",12
"GO:0002428","BP","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","5/210","35/28943",5.21323140785585e-06,6.77037126941628e-05,4.43801634904575e-05,"H2-Q4/H2-Q7/H2-T22/H2-T23/H2-Q6",5
"GO:0060760","BP","GO:0060760","positive regulation of response to cytokine stimulus","6/210","61/28943",5.40867057544989e-06,6.99364621364695e-05,4.58437432756668e-05,"Irf7/Zbp1/Ifih1/Parp14/Rigi/Cd74",6
"GO:0002366","BP","GO:0002366","leukocyte activation involved in immune response","12/210","328/28943",5.5381290353288e-06,7.13004145067872e-05,4.67378217062152e-05,"Fcer1g/Ptprc/Clec4e/Itgal/Lyn/Nmi/Fgl2/Cd40/Rac2/Nlrp3/Malt1/Cd74",12
"GO:0034340","BP","GO:0034340","response to type I interferon","6/210","62/28943",5.95218715805839e-06,7.63008819313175e-05,5.00156561557356e-05,"Isg15/Ifitm3/Irf7/Stat1/Zbp1/Oas3",6
"GO:0002263","BP","GO:0002263","cell activation involved in immune response","12/210","332/28943",6.26100925199055e-06,7.99151996369953e-05,5.23848616882155e-05,"Fcer1g/Ptprc/Clec4e/Itgal/Lyn/Nmi/Fgl2/Cd40/Rac2/Nlrp3/Malt1/Cd74",12
"GO:0045637","BP","GO:0045637","regulation of myeloid cell differentiation","10/210","226/28943",6.55822430431647e-06,8.33511071839196e-05,5.46371183607472e-05,"Isg15/Ccl5/Stat1/Hcls1/Lyn/Hmgb2/Inpp4b/Ccl3/Tnf/Cd74",10
"GO:0010952","BP","GO:0010952","positive regulation of peptidase activity","9/210","180/28943",7.18197935340372e-06,9.08902408383943e-05,5.9579062765974e-05,"Stat1/Psme1/Jak2/Lyn/Psme2/Ifi204/Tnf/Nlrp3/Malt1",9
"GO:1901222","BP","GO:1901222","regulation of NIK/NF-kappaB signaling","7/210","98/28943",7.5779712203659e-06,9.54889896996992e-05,6.25935684436495e-05,"Il1b/Glrx/Nmi/Tnf/Nlrp3/Cd14/Cd86",7
"GO:0070486","BP","GO:0070486","leukocyte aggregation","4/210","18/28943",7.60957987855706e-06,9.54889896996992e-05,6.25935684436495e-05,"Il1b/Sema4d/Rac2/Thbs1",4
"GO:0002475","BP","GO:0002475","antigen processing and presentation via MHC class Ib","5/210","39/28943",9.03058461531392e-06,0.000112372211907714,7.366061531628e-05,"H2-Q4/H2-Q7/H2-T22/H2-T23/H2-Q6",5
"GO:0042832","BP","GO:0042832","defense response to protozoan","5/210","39/28943",9.03058461531392e-06,0.000112372211907714,7.366061531628e-05,"Gbp2/Gbp4/Gbp2b/Cd40/Gbp3",5
"GO:1905517","BP","GO:1905517","macrophage migration","6/210","67/28943",9.37582231223143e-06,0.000116182064819068,7.61579952730377e-05,"Ccl5/Stap1/Mmp14/Ccl3/Thbs1/Ccl12",6
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","12/210","346/28943",9.48626026156368e-06,0.000117062813352242,7.67353308775538e-05,"Il1b/Ptprc/Slfn1/Sema4d/Irak3/Lyn/Parp14/Gbp4/Met/Pid1/Ptpro/Samsn1",12
"GO:0035457","BP","GO:0035457","cellular response to interferon-alpha","4/210","19/28943",9.58407366260171e-06,0.000117781136663543,7.72061958379224e-05,"Ifit3/Ifit1/Ifit2/Ifi204",4
"GO:0030098","BP","GO:0030098","lymphocyte differentiation","14/210","471/28943",9.92169848909403e-06,0.000121428523895332,7.95970786302887e-05,"Fcer1g/Il1b/Ptprc/Clec4e/Bcl2a1d/Rsad2/Fgl2/Mmp14/Pou2f2/Pnp/Nlrp3/Malt1/Cd74/Il15",14
"GO:0061082","BP","GO:0061082","myeloid leukocyte cytokine production","6/210","68/28943",1.02214064060333e-05,0.000124583863325996,8.16654213286183e-05,"Fcer1g/Il1b/Irak3/Rigi/Nlrp3/Cd74",6
"GO:1901224","BP","GO:1901224","positive regulation of NIK/NF-kappaB signaling","6/210","69/28943",1.11276522251116e-05,0.000135076072316253,8.85431231832725e-05,"Il1b/Glrx/Nmi/Tnf/Cd14/Cd86",6
"GO:0042116","BP","GO:0042116","macrophage activation","7/210","104/28943",1.12170853453073e-05,0.000135608178117658,8.88919215212201e-05,"Aif1/Jak2/Stap1/Nmi/Tnf/Thbs1/Slc7a2",7
"GO:0043122","BP","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","9/210","191/28943",1.15743038853306e-05,0.00013874378908576,9.09473321016625e-05,"Il1b/Stat1/Traf1/Alpk1/Tnip1/Cd40/Trim30d/Tnf/Cd74",9
"GO:0002483","BP","GO:0002483","antigen processing and presentation of endogenous peptide antigen","5/210","41/28943",1.16164100478662e-05,0.00013874378908576,9.09473321016625e-05,"H2-Q4/H2-Q7/H2-T22/H2-T23/H2-Q6",5
"GO:0019885","BP","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","5/210","41/28943",1.16164100478662e-05,0.00013874378908576,9.09473321016625e-05,"H2-Q4/H2-Q7/H2-T22/H2-T23/H2-Q6",5
"GO:0002755","BP","GO:0002755","MyD88-dependent toll-like receptor signaling pathway","4/210","20/28943",1.19120857315446e-05,0.000141141605440692,9.25191141741272e-05,"Irf7/Irak3/Tnip1/Irak2",4
"GO:0002863","BP","GO:0002863","positive regulation of inflammatory response to antigenic stimulus","4/210","20/28943",1.19120857315446e-05,0.000141141605440692,9.25191141741272e-05,"C3/Fcer1g/Fcgr1/Tnf",4
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","10/210","243/28943",1.2351771313082e-05,0.000145770507480579,9.55533854295236e-05,"Stat1/Bcl2a1d/Jak2/Psmb9/Ptgs2/Ifi204/Tnf/Nlrp3/Thbs1/Malt1",10
"GO:0031348","BP","GO:0031348","negative regulation of defense response","10/210","244/28943",1.27992129679368e-05,0.000150453989591478,9.86234342276635e-05,"Isg15/Acod1/Irak3/Aoah/Parp14/Ifi204/Nmi/Fgl2/Oas3/Nlrp3",10
"GO:0034121","BP","GO:0034121","regulation of toll-like receptor signaling pathway","6/210","71/28943",1.31351834213244e-05,0.00015379541533472,0.000100813757547836,"Irf7/Acod1/Pik3ap1/Irak3/Lyn/Rsad2",6
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","10/210","245/28943",1.32605530979726e-05,0.000154654450640668,0.000101376860010094,"Fpr2/Sod2/Acod1/Prdx5/Cybb/Met/Pid1/Nos2/Tnf/Thbs1",10
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","10/210","246/28943",1.37361489585049e-05,0.000159575417978881,0.000104602581707036,"Ccl5/Fcer1g/Hcls1/Lyn/Ifi204/Inpp4b/Ccl3/Tnf/Cd74/Il15",10
"GO:0002768","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","12/210","360/28943",1.40843217223093e-05,0.00016298355175933,0.000106836632519831,"Fcer1g/Ptprc/Fpr2/Fyb/Fpr1/Clec4e/Bcl2a1d/Klrk1/Lyn/Stap1/Cd40/Malt1",12
"GO:0032310","BP","GO:0032310","prostaglandin secretion","4/210","21/28943",1.46314164731622e-05,0.000168007075641638,0.000110129580606772,"Il1b/Ptgs2/Nos2/Ptges",4
"GO:0060333","BP","GO:0060333","interferon-gamma-mediated signaling pathway","4/210","21/28943",1.46314164731622e-05,0.000168007075641638,0.000110129580606772,"Stat1/Jak2/Parp14/Nmi",4
"GO:0072676","BP","GO:0072676","lymphocyte migration","7/210","109/28943",1.52599484079346e-05,0.000174235893060748,0.000114212605368812,"Ccl5/Aif1/Itgal/Cxcl10/Ccl3/Ccl4/Ccl12",7
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity","12/210","363/28943",1.52910450870394e-05,0.000174235893060748,0.000114212605368812,"Il1b/Ptprc/Rapgef2/Jak2/Cd40/Daxx/Tnf/Thbs1/Il1rn/Acsl1/Malt1/Cd86",12
"GO:0007259","BP","GO:0007259","receptor signaling pathway via JAK-STAT","9/210","198/28943",1.5425297097245e-05,0.000175094784607658,0.000114775613596214,"Ccl5/Ptprc/Stat1/Jak2/Hcls1/Lyn/Parp14/Cd40/Il15",9
"GO:0001562","BP","GO:0001562","response to protozoan","5/210","44/28943",1.6539388264626e-05,0.000185615625279237,0.000121672083678599,"Gbp2/Gbp4/Gbp2b/Cd40/Gbp3",5
"GO:0019883","BP","GO:0019883","antigen processing and presentation of endogenous antigen","5/210","44/28943",1.6539388264626e-05,0.000185615625279237,0.000121672083678599,"H2-Q4/H2-Q7/H2-T22/H2-T23/H2-Q6",5
"GO:0050691","BP","GO:0050691","regulation of defense response to virus by host","5/210","44/28943",1.6539388264626e-05,0.000185615625279237,0.000121672083678599,"Ccl5/Il1b/Stat1/Rigi/Il15",5
"GO:0098586","BP","GO:0098586","cellular response to virus","6/210","74/28943",1.66859907838727e-05,0.000186556904478336,0.000122289097474207,"Ifih1/Rigi/Oas3/Oasl1/Pou2f2/Nlrp3",6
"GO:0097696","BP","GO:0097696","receptor signaling pathway via STAT","9/210","205/28943",2.0318121624367e-05,0.000226314957718605,0.000148350724416825,"Ccl5/Ptprc/Stat1/Jak2/Hcls1/Lyn/Parp14/Cd40/Il15",9
"GO:0034142","BP","GO:0034142","toll-like receptor 4 signaling pathway","5/210","46/28943",2.06315821834843e-05,0.000228948975424188,0.000150077337799736,"Acod1/Pik3ap1/Lyn/Nmi/Cd14",5
"GO:0002437","BP","GO:0002437","inflammatory response to antigenic stimulus","6/210","77/28943",2.09735087626171e-05,0.000230166845239938,0.00015087565829624,"C3/Fcer1g/Fcgr1/Hmgb2/Tnf/Il1rn",6
"GO:0002712","BP","GO:0002712","regulation of B cell mediated immunity","6/210","77/28943",2.09735087626171e-05,0.000230166845239938,0.00015087565829624,"C3/Fcer1g/Ptprc/Fcgr1/Cd40/Tnf",6
"GO:0002889","BP","GO:0002889","regulation of immunoglobulin mediated immune response","6/210","77/28943",2.09735087626171e-05,0.000230166845239938,0.00015087565829624,"C3/Fcer1g/Ptprc/Fcgr1/Cd40/Tnf",6
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","12/210","375/28943",2.10686289733511e-05,0.000230360671201273,0.000151002712301262,"Isg15/Fcer1g/Bcl2a1a/Stat1/Prdx5/Jak2/Hcls1/Lyn/Hmgb2/Akt3/Slc7a11/Cd74",12
"GO:0048246","BP","GO:0048246","macrophage chemotaxis","5/210","47/28943",2.29522347031229e-05,0.000250036432260394,0.000163900284057003,"Ccl5/Stap1/Ccl3/Thbs1/Ccl12",5
"GO:0032602","BP","GO:0032602","chemokine production","7/210","117/28943",2.41876199800766e-05,0.000262532780367693,0.000172091710346146,"Ccl5/Aif1/Il1b/Oas3/Tnf/Slamf9/Cd74",7
"GO:2000107","BP","GO:2000107","negative regulation of leukocyte apoptotic process","6/210","80/28943",2.61070174110208e-05,0.000282335526474094,0.000185072521512767,"Ccl5/Fcer1g/Bcl2a1a/Hcls1/Pnp/Cd74",6
"GO:0061900","BP","GO:0061900","glial cell activation","5/210","49/28943",2.81987637047858e-05,0.000303851895862438,0.00019917662235417,"Aif1/Il1b/Jak2/Stap1/Tnf",5
"GO:0070372","BP","GO:0070372","regulation of ERK1 and ERK2 cascade","11/210","326/28943",2.88289337369548e-05,0.000309520754273298,0.000202892590844918,"C3/Ccl5/Il1b/Ptprc/Rapgef2/Lyn/Tnip1/Ccl3/Ccl4/Cd74/Ccl12",11
"GO:0032722","BP","GO:0032722","positive regulation of chemokine production","6/210","83/28943",3.22057032993964e-05,0.000344531516591385,0.000225842341955631,"Ccl5/Aif1/Il1b/Oas3/Tnf/Cd74",6
"GO:0044403","BP","GO:0044403","biological process involved in symbiotic interaction","10/210","272/28943",3.24570932747371e-05,0.000345976327595226,0.000226789423674073,"Ccl5/Ifitm3/Jak2/Ly6e/Gbp2/Gbp2b/Gbp3/Trim30d/Cd74/Ccl12",10
"GO:0002286","BP","GO:0002286","T cell activation involved in immune response","7/210","124/28943",3.5176116647992e-05,0.000373620610396887,0.000244910406135644,"Fcer1g/Clec4e/Itgal/Fgl2/Nlrp3/Malt1/Cd74",7
"GO:0002726","BP","GO:0002726","positive regulation of T cell cytokine production","4/210","26/28943",3.55232258137554e-05,0.000374631466560669,0.00024557302802193,"Il1b/Rsad2/Nlrp3/Malt1",4
"GO:0032727","BP","GO:0032727","positive regulation of interferon-alpha production","4/210","26/28943",3.55232258137554e-05,0.000374631466560669,0.00024557302802193,"Irf7/Stat1/Ifih1/Rigi",4
"GO:0070228","BP","GO:0070228","regulation of lymphocyte apoptotic process","6/210","85/28943",3.68711636683748e-05,0.000387472935511473,0.000253990682960127,"Ccl5/Bcl2a1a/Cd274/Lyn/Pnp/Cd74",6
"GO:0032649","BP","GO:0032649","regulation of interferon-gamma production","7/210","125/28943",3.70360906026116e-05,0.000387835681169602,0.000254228464774043,"Isg15/Il1b/Jak2/Cd274/Klrk1/Tnf/Cd14",7
"GO:0051250","BP","GO:0051250","negative regulation of lymphocyte activation","8/210","171/28943",3.75576136584344e-05,0.000391916993053276,0.000256903787610048,"Lst1/Slfn1/Cd274/Lyn/Fgl2/Samsn1/Cd86/Cd74",8
"GO:0002285","BP","GO:0002285","lymphocyte activation involved in immune response","9/210","222/28943",3.79618470632039e-05,0.000394750115964925,0.00025876091557252,"Fcer1g/Ptprc/Clec4e/Itgal/Fgl2/Cd40/Nlrp3/Malt1/Cd74",9
"GO:0032729","BP","GO:0032729","positive regulation of interferon-gamma production","6/210","86/28943",3.9398937670019e-05,0.000408266343660754,0.000267620878653494,"Isg15/Il1b/Jak2/Klrk1/Tnf/Cd14",6
"GO:0002920","BP","GO:0002920","regulation of humoral immune response","5/210","53/28943",4.14498041386815e-05,0.000425228831106581,0.00027873988433419,"C3/Il1b/Ptprc/Acod1/Tnf",5
"GO:0072567","BP","GO:0072567","chemokine (C-X-C motif) ligand 2 production","4/210","27/28943",4.14648154071649e-05,0.000425228831106581,0.00027873988433419,"Ccl5/Oas3/Tnf/Cd74",4
"GO:2000341","BP","GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production","4/210","27/28943",4.14648154071649e-05,0.000425228831106581,0.00027873988433419,"Ccl5/Oas3/Tnf/Cd74",4
"GO:0002604","BP","GO:0002604","regulation of dendritic cell antigen processing and presentation","3/210","10/28943",4.35199571610861e-05,0.000444770971123952,0.000291549866747446,"Fgl2/Thbs1/Cd74",3
"GO:0070374","BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","9/210","227/28943",4.51329477662374e-05,0.000459675981701336,0.000301320184798384,"C3/Ccl5/Il1b/Ptprc/Rapgef2/Ccl3/Ccl4/Cd74/Ccl12",9
"GO:0048247","BP","GO:0048247","lymphocyte chemotaxis","5/210","54/28943",4.54115943555704e-05,0.000460935432127871,0.000302145761618525,"Ccl5/Cxcl10/Ccl3/Ccl4/Ccl12",5
"GO:0016064","BP","GO:0016064","immunoglobulin mediated immune response","10/210","286/28943",4.95280032278087e-05,0.000500639786333445,0.000328172188542647,"C3/Fcer1g/Ptprc/Irf7/Fcgr1/Fgl2/Cd40/Tnf/Pou2f2/Cd74",10
"GO:0098926","BP","GO:0098926","postsynaptic signal transduction","5/210","55/28943",4.9659965355873e-05,0.000500639786333445,0.000328172188542647,"Ly6c1/Ly6c2/Ly6i/Jak2/Ly6e",5
"GO:0019724","BP","GO:0019724","B cell mediated immunity","10/210","289/28943",5.40440432042203e-05,0.000542996569220781,0.000355937297347852,"C3/Fcer1g/Ptprc/Irf7/Fcgr1/Fgl2/Cd40/Tnf/Pou2f2/Cd74",10
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade","11/210","350/28943",5.48060573598861e-05,0.000548798702317513,0.000359740628142864,"C3/Ccl5/Il1b/Ptprc/Rapgef2/Lyn/Tnip1/Ccl3/Ccl4/Cd74/Ccl12",11
"GO:0002444","BP","GO:0002444","myeloid leukocyte mediated immunity","7/210","133/28943",5.50250474473498e-05,0.000549142587612142,0.000359966046882698,"C3/Fcer1g/Fcgr1/Lyn/Stap1/Rigi/Rac2",7
"GO:0090023","BP","GO:0090023","positive regulation of neutrophil chemotaxis","4/210","29/28943",5.54815977626038e-05,0.000551847062695597,0.000361738845472073,"Il1b/Sell/Rac2/Cd74",4
"GO:2001280","BP","GO:2001280","positive regulation of unsaturated fatty acid biosynthetic process","3/210","11/28943",5.95196760936972e-05,0.000590038389008852,0.000386773474124657,"Il1b/Ptgs2/Cd74",3
"GO:0001516","BP","GO:0001516","prostaglandin biosynthetic process","4/210","30/28943",6.36546156844568e-05,0.00062272640475518,0.000408200651826918,"Il1b/Ptgs2/Ptges/Cd74",4
"GO:0039528","BP","GO:0039528","cytoplasmic pattern recognition receptor signaling pathway in response to virus","4/210","30/28943",6.36546156844568e-05,0.00062272640475518,0.000408200651826918,"Ifih1/Rigi/Oas3/Oasl1",4
"GO:0046457","BP","GO:0046457","prostanoid biosynthetic process","4/210","30/28943",6.36546156844568e-05,0.00062272640475518,0.000408200651826918,"Il1b/Ptgs2/Ptges/Cd74",4
"GO:0090025","BP","GO:0090025","regulation of monocyte chemotaxis","4/210","30/28943",6.36546156844568e-05,0.00062272640475518,0.000408200651826918,"Ccl5/Aif1/Lyn/Cxcl10",4
"GO:0048660","BP","GO:0048660","regulation of smooth muscle cell proliferation","8/210","185/28943",6.54857988093295e-05,0.000638540215275233,0.000418566693338665,"Ccl5/Aif1/Sod2/Jak2/Ptgs2/Tnf/Thbs1/Il15",8
"GO:0032609","BP","GO:0032609","interferon-gamma production","7/210","138/28943",6.95149051552518e-05,0.000675612182783395,0.000442867576014883,"Isg15/Il1b/Jak2/Cd274/Klrk1/Tnf/Cd14",7
"GO:0046597","BP","GO:0046597","negative regulation of viral entry into host cell","4/210","31/28943",7.2671045259874e-05,0.000701700287671641,0.000459968475124015,"Ifitm3/Ly6e/Trim30d/Cd74",4
"GO:0071624","BP","GO:0071624","positive regulation of granulocyte chemotaxis","4/210","31/28943",7.2671045259874e-05,0.000701700287671641,0.000459968475124015,"Il1b/Sell/Rac2/Cd74",4
