"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035729","GO:0035729","cellular response to hepatocyte growth factor stimulus","2/150","16/28943",0.00305265136199848,0.0166776337380024,0.0105136980342627,"Nrp1/Lgmn",2
"GO:0001659","GO:0001659","temperature homeostasis","5/150","189/28943",0.00310618662973333,0.016909614914805,0.0106599406056521,"Pdgfc/Ednrb/Cd36/Fabp5/Gpx1",5
"GO:0006826","GO:0006826","iron ion transport","3/150","58/28943",0.00341738632208047,0.0180928164823972,0.0114058392259692,"Cltc/Trf/Slc48a1",3
"GO:0042311","GO:0042311","vasodilation","3/150","58/28943",0.00341738632208047,0.0180928164823972,0.0114058392259692,"Ednrb/Apoe/Gpx1",3
"GO:0060766","GO:0060766","negative regulation of androgen receptor signaling pathway","2/150","17/28943",0.00344794341609534,0.0180928164823972,0.0114058392259692,"Dab2/Igf1",2
"GO:0021702","GO:0021702","cerebellar Purkinje cell differentiation","2/150","18/28943",0.00386579230303441,0.0198422347789363,0.0125086848690844,"Psap/Cacna1a",2
"GO:0030316","GO:0030316","osteoclast differentiation","4/150","123/28943",0.00390477840878288,0.0199751980911607,0.012592505879686,"Trem2/Fam20c/Trf/Mafb",4
"GO:0061387","GO:0061387","regulation of extent of cell growth","4/150","124/28943",0.00401894376937226,0.0203546505334376,0.0128317153778159,"Nrp1/Lrp1/Apoe/Fn1",4
"GO:1902430","GO:1902430","negative regulation of amyloid-beta formation","2/150","19/28943",0.00430595677209742,0.0211917393011844,0.0133594220459333,"Igf1/Apoe",2
"GO:0042551","GO:0042551","neuron maturation","3/150","63/28943",0.00431606478236303,0.0211917393011844,0.0133594220459333,"Pmp22/Ednrb/C1qa",3
"GO:0002262","GO:0002262","myeloid cell homeostasis","5/150","206/28943",0.00447603703402434,0.0218019411513721,0.0137440975996483,"Lipa/Cfh/Mafb/Hmox1/Prdx1",5
"GO:0019882","GO:0019882","antigen processing and presentation","4/150","128/28943",0.00449818599187632,0.0218345129104455,0.0137646310664891,"Psap/Trem2/Fcgr3/Ctsl",4
"GO:0032252","GO:0032252","secretory granule localization","2/150","20/28943",0.00476819743819823,0.0225419117279526,0.0142105802745064,"Myo5a/Tanc2",2
"GO:0060155","GO:0060155","platelet dense granule organization","2/150","20/28943",0.00476819743819823,0.0225419117279526,0.0142105802745064,"Ap1b1/Abca1",2
"GO:0061448","GO:0061448","connective tissue development","6/150","302/28943",0.00501825647866045,0.0235418667985085,0.0148409590095723,"Rasal2/Cfh/Igf1/Ecm1/Lmna/Ctsk",6
"GO:0048638","GO:0048638","regulation of developmental growth","7/150","402/28943",0.00510832606265488,0.0238544767512966,0.0150380305304938,"Nrp1/Igf1/Lrp1/Lgmn/Grn/Apoe/Fn1",7
"GO:0031669","GO:0031669","cellular response to nutrient levels","5/150","213/28943",0.00514879004914526,0.0238645056427299,0.0150443528144463,"Gas6/Glul/Plin2/Lpl/Rnase4",5
"GO:0051098","GO:0051098","regulation of binding","7/150","408/28943",0.00552835345964624,0.0251243920621423,0.0158385941066619,"Dab2/Aplp2/Igf1/Lrp1/Adam15/Apoe/Hmox1",7
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","6/150","310/28943",0.0056848271007418,0.0255965167548357,0.016136224845619,"Serpinb6a/Psap/Hexa/Igf1/Gpx1/Hexb",6
"GO:0044851","GO:0044851","hair cycle phase","2/150","22/28943",0.00575795907353376,0.0255965167548357,0.016136224845619,"Ctsl/Myo5a",2
"GO:0003158","GO:0003158","endothelium development","4/150","138/28943",0.00586129442621478,0.0258676201989305,0.0163071303704698,"Ednrb/Rhob/Gpx1/Pdpn",4
"GO:0060986","GO:0060986","endocrine hormone secretion","3/150","71/28943",0.00602793533016365,0.0264501645090801,0.0166743704157128,"Dab2/Rab11fip5/Spp1",3
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","3/150","72/28943",0.00626644112535469,0.0271875666123832,0.0171392339068862,"Igf1/Gna12/Hmox1",3
"GO:0031643","GO:0031643","positive regulation of myelination","2/150","23/28943",0.00628501048734202,0.0271875666123832,0.0171392339068862,"Igf1/Trf",2
"GO:0048488","GO:0048488","synaptic vesicle endocytosis","3/150","74/28943",0.00676018094370289,0.0289439523318871,0.0182464718626207,"Cltc/Grn/Ap2m1",3
"GO:0010447","GO:0010447","response to acidic pH","2/150","24/28943",0.00683319896243962,0.0289439523318871,0.0182464718626207,"Rab11fip5/Lgmn",2
"GO:0140632","GO:0140632","inflammasome complex assembly","2/150","24/28943",0.00683319896243962,0.0289439523318871,0.0182464718626207,"Trem2/Cd36",2
"GO:1903428","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","2/150","24/28943",0.00683319896243962,0.0289439523318871,0.0182464718626207,"COX2/Cd36",2
"GO:0001503","GO:0001503","ossification","7/150","426/28943",0.00694460403686399,0.0293344685042637,0.0184926560143033,"Mtss1/Dhrs3/Igf1/Fam20c/Ecm1/Lmna/Spp1",7
"GO:0010507","GO:0010507","negative regulation of autophagy","3/150","75/28943",0.00701547821332321,0.0293496855664234,0.0185022489577046,"Trem2/Ctsa/Hmox1",3
"GO:0010611","GO:0010611","regulation of cardiac muscle hypertrophy","3/150","75/28943",0.00701547821332321,0.0293496855664234,0.0185022489577046,"Igf1/Fbxo32/Lmna",3
"GO:0031341","GO:0031341","regulation of cell killing","4/150","146/28943",0.00713154704147807,0.0297537495419044,0.0187569737400969,"Lamp1/Cfh/Cd5l/Cadm1",4
"GO:0002437","GO:0002437","inflammatory response to antigenic stimulus","3/150","77/28943",0.0075430784698168,0.0307975423085836,0.0194149880682451,"Trem2/Fcgr3/Gpx1",3
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","5/150","234/28943",0.00759353567651311,0.0309208772747614,0.0194927393015333,"Dab2/Aldh2/Myo5a/Pltp/Apoe",5
"GO:0045730","GO:0045730","respiratory burst","2/150","26/28943",0.0079920679073337,0.0321154939328909,0.0202458340755032,"Trem2/Grn",2
"GO:0060143","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","2/150","27/28943",0.0086022932477247,0.0337245232073828,0.0212601774881271,"Trem2/Ccl8",2
"GO:0070168","GO:0070168","negative regulation of biomineral tissue development","2/150","27/28943",0.0086022932477247,0.0337245232073828,0.0212601774881271,"Gas6/Ecm1",2
"GO:0048844","GO:0048844","artery morphogenesis","3/150","81/28943",0.00866708903303758,0.0338915363724671,0.0213654637663262,"Nrp1/Lrp1/Apoe",3
"GO:0048820","GO:0048820","hair follicle maturation","2/150","28/28943",0.00923274536632012,0.0354536359248669,0.0223502223508708,"Ctsl/Myo5a",2
"GO:0110150","GO:0110150","negative regulation of biomineralization","2/150","28/28943",0.00923274536632012,0.0354536359248669,0.0223502223508708,"Gas6/Ecm1",2
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","3/150","84/28943",0.00957112040119036,0.0363559722701932,0.0229190615524708,"Cfh/Fn1/Pdpn",3
"GO:0060998","GO:0060998","regulation of dendritic spine development","3/150","84/28943",0.00957112040119036,0.0363559722701932,0.0229190615524708,"Tanc2/Grn/Apoe",3
"GO:0098657","GO:0098657","import into cell","5/150","250/28943",0.00992921512615999,0.0372071447795001,0.0234556467106834,"Cacna1a/Folr2/Trem2/Slc9a9/Cd36",5
"GO:0019318","GO:0019318","hexose metabolic process","5/150","253/28943",0.0104163635930146,0.0386453272228964,0.0243622870749931,"Cbr2/Igf1/Cd36/Man1c1/Fabp5",5
"GO:0021602","GO:0021602","cranial nerve morphogenesis","2/150","30/28943",0.0105534390647988,0.0386453272228964,0.0243622870749931,"Nrp1/Mafb",2
"GO:0044788","GO:0044788","modulation by host of viral process","2/150","30/28943",0.0105534390647988,0.0386453272228964,0.0243622870749931,"Apoe/Ccl8",2
"GO:0060907","GO:0060907","positive regulation of macrophage cytokine production","2/150","30/28943",0.0105534390647988,0.0386453272228964,0.0243622870749931,"Laptm5/Cd36",2
"GO:0120254","GO:0120254","olefinic compound metabolic process","4/150","166/28943",0.0110682118890761,0.0402408560824266,0.025368119730727,"Dab2/Dhrs3/Ednrb/Gpx1",4
"GO:0001832","GO:0001832","blastocyst growth","2/150","31/28943",0.0112432395528961,0.0404438793810893,0.0254961070513261,"Igf1/Grn",2
"GO:0045454","GO:0045454","cell redox homeostasis","2/150","31/28943",0.0112432395528961,0.0404438793810893,0.0254961070513261,"Gpx1/Prdx1",2
"GO:0098884","GO:0098884","postsynaptic neurotransmitter receptor internalization","2/150","31/28943",0.0112432395528961,0.0404438793810893,0.0254961070513261,"Ap2a2/Ap2m1",2
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","5/150","258/28943",0.0112642794883717,0.0404718935970437,0.0255137674108134,"St6gal1/Laptm5/Igf1/Gpnmb/Lgals3",5
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","4/150","169/28943",0.0117581271938097,0.0419011907233313,0.0264148064084972,"Lamp1/Fcgr3/Cadm1/Prdx1",4
"GO:0010259","GO:0010259","multicellular organism aging","2/150","32/28943",0.0119523846119588,0.0424942754422841,0.0267886912018535,"Pmp22/Gna12",2
"GO:0061025","GO:0061025","membrane fusion","4/150","171/28943",0.0122330814847282,0.0432237079607057,0.0272485306104611,"Gas6/Folr2/Ctsl/Stxbp6",4
"GO:0035296","GO:0035296","regulation of tube diameter","4/150","173/28943",0.0127201686484071,0.0444478204258986,0.0280202197494118,"Ednrb/Tbxas1/Apoe/Gpx1",4
"GO:0044319","GO:0044319","wound healing, spreading of cells","2/150","34/28943",0.0134278451220961,0.0464423997767627,0.029277616651742,"Pdpn/Mmp12",2
"GO:0090505","GO:0090505","epiboly involved in wound healing","2/150","34/28943",0.0134278451220961,0.0464423997767627,0.029277616651742,"Pdpn/Mmp12",2
"GO:0048588","GO:0048588","developmental cell growth","5/150","273/28943",0.014088070363148,0.0483426594259034,0.0304755537483119,"Nrp1/Igf1/Lrp1/Apoe/Fn1",5
"GO:0120162","GO:0120162","positive regulation of cold-induced thermogenesis","3/150","98/28943",0.0144990038230924,0.0493645013107294,0.0311197300855906,"Pdgfc/Cd36/Fabp5",3
