"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903532","GO:1903532","positive regulation of secretion by cell","1/2","365/28943",0.0250633811135262,0.0280995626735971,NA,"Il1b",1
"GO:0051962","GO:0051962","positive regulation of nervous system development","1/2","366/28943",0.0251316109839784,0.0281092900105162,NA,"Il1b",1
"GO:0050727","GO:0050727","regulation of inflammatory response","1/2","367/28943",0.02519983846685,0.0281189686911424,NA,"Il1b",1
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","1/2","368/28943",0.0252680635621424,0.0281285990597434,NA,"Il1b",1
"GO:0043434","GO:0043434","response to peptide hormone","1/2","369/28943",0.0253362862698544,0.0281381814573442,NA,"Il1b",1
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","1/2","371/28943",0.0254727245225389,0.0281572036876777,NA,"Il1b",1
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","1/2","371/28943",0.0254727245225389,0.0281572036876777,NA,"Il1b",1
"GO:0046879","GO:0046879","hormone secretion","1/2","375/28943",0.02574557237695,0.0283923134624308,NA,"Il1b",1
"GO:0050863","GO:0050863","regulation of T cell activation","1/2","378/28943",0.0259501831981691,0.0285512505117385,NA,"Il1b",1
"GO:0009914","GO:0009914","hormone transport","1/2","383/28943",0.0262911534819368,0.0288000200403907,NA,"Il1b",1
"GO:0010720","GO:0010720","positive regulation of cell development","1/2","384/28943",0.0263593403759508,0.0288000200403907,NA,"Il1b",1
"GO:0070661","GO:0070661","leukocyte proliferation","1/2","384/28943",0.0263593403759508,0.0288000200403907,NA,"Il1b",1
"GO:0050900","GO:0050900","leukocyte migration","1/2","385/28943",0.0264275248823846,0.0288078331281422,NA,"Il1b",1
"GO:0032496","GO:0032496","response to lipopolysaccharide","1/2","386/28943",0.0264957070012388,0.0288156076142505,NA,"Il1b",1
"GO:0019216","GO:0019216","regulation of lipid metabolic process","1/2","388/28943",0.0266320640762072,0.02889732010108,NA,"Il1b",1
"GO:0006909","GO:0006909","phagocytosis","1/2","390/28943",0.0267684116008563,0.0289786474211105,NA,"Il1b",1
"GO:0042326","GO:0042326","negative regulation of phosphorylation","1/2","394/28943",0.0270410779991958,0.0292068393950123,NA,"Il1b",1
"GO:0060562","GO:0060562","epithelial tube morphogenesis","1/2","397/28943",0.0272455527283614,0.029360504310015,NA,"Lmo4",1
"GO:1901214","GO:1901214","regulation of neuron death","1/2","399/28943",0.0273818572765721,0.0294401745661549,NA,"Il1b",1
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","1/2","401/28943",0.0275181522744635,0.0295194724398791,NA,"Il1b",1
"GO:0009306","GO:0009306","protein secretion","1/2","404/28943",0.0277225768644519,0.0296713294331549,NA,"Il1b",1
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","1/2","405/28943",0.0277907136192879,0.0296769611500088,NA,"Il1b",1
"GO:0002237","GO:0002237","response to molecule of bacterial origin","1/2","407/28943",0.0279269799662206,0.0297551569843254,NA,"Il1b",1
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","1/2","411/28943",0.0281994840091275,0.0299104639377712,NA,"Il1b",1
"GO:0071692","GO:0071692","protein localization to extracellular region","1/2","411/28943",0.0281994840091275,0.0299104639377712,NA,"Il1b",1
"GO:0006869","GO:0006869","lipid transport","1/2","419/28943",0.0287443774911069,0.0304200586901401,NA,"Il1b",1
"GO:0051047","GO:0051047","positive regulation of secretion","1/2","420/28943",0.0288124784322448,0.0304239145861734,NA,"Il1b",1
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","1/2","421/28943",0.0288805769858029,0.0304277507528995,NA,"Il1b",1
"GO:0002440","GO:0002440","production of molecular mediator of immune response","1/2","422/28943",0.0289486731517808,0.0304315673221393,NA,"Il1b",1
"GO:0006959","GO:0006959","humoral immune response","1/2","425/28943",0.0291529473242361,0.0305104016342338,NA,"Il1b",1
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","1/2","425/28943",0.0291529473242361,0.0305104016342338,NA,"Lmo4",1
"GO:1901652","GO:1901652","response to peptide","1/2","430/28943",0.02949335652673,0.030798372302249,NA,"Il1b",1
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","1/2","431/28943",0.0295614312044892,0.030801314632492,NA,"Il1b",1
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","1/2","436/28943",0.0299017687795866,0.0310873014624777,NA,"Il1b",1
"GO:0034329","GO:0034329","cell junction assembly","1/2","445/28943",0.0305142259972292,0.0316543179575652,NA,"Il1b",1
"GO:0002253","GO:0002253","activation of immune response","1/2","448/28943",0.0307183354266721,0.0317961717574326,NA,"Il1b",1
"GO:0070997","GO:0070997","neuron death","1/2","450/28943",0.0308543964417344,0.0318671228019664,NA,"Il1b",1
"GO:0006631","GO:0006631","fatty acid metabolic process","1/2","453/28943",0.0310584700574787,0.0318686910154999,NA,"Il1b",1
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","1/2","453/28943",0.0310584700574787,0.0318686910154999,NA,"Il1b",1
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","1/2","453/28943",0.0310584700574787,0.0318686910154999,NA,"Il1b",1
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","1/2","459/28943",0.0314665528243109,0.0322173816335678,NA,"Il1b",1
"GO:0050767","GO:0050767","regulation of neurogenesis","1/2","463/28943",0.0317385602506013,0.0324241108389267,NA,"Il1b",1
"GO:0002697","GO:0002697","regulation of immune effector process","1/2","464/28943",0.031806556138224,0.0324241108389267,NA,"Il1b",1
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","1/2","465/28943",0.031874549638267,0.0324241108389267,NA,"Il1b",1
"GO:0010876","GO:0010876","lipid localization","1/2","470/28943",0.0322144813247834,0.0326981144971929,NA,"Il1b",1
"GO:0030098","GO:0030098","lymphocyte differentiation","1/2","471/28943",0.0322824604993472,0.0326981144971929,NA,"Il1b",1
"GO:0000280","GO:0000280","nuclear division","1/2","478/28943",0.0327582478690556,0.0331089785742917,NA,"Il1b",1
"GO:0002449","GO:0002449","lymphocyte mediated immunity","1/2","483/28943",0.0330980243628795,0.0333097388044331,NA,"Il1b",1
"GO:0048732","GO:0048732","gland development","1/2","483/28943",0.0330980243628795,0.0333097388044331,NA,"Lmo4",1
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/2","486/28943",0.033301861608215,0.0334435716576117,NA,"Il1b",1
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","1/2","497/28943",0.034049080997461,0.0341213720399184,NA,"Il1b",1
"GO:0006820","GO:0006820","anion transport","1/2","500/28943",0.0342528179644416,0.0342528179644416,NA,"Il1b",1
